ontology_curie	biosample_name	biosample_type	biosample_life_stage	gtex_tissue	available_outputs	track_filters	total_tracks
EFO:0010835	GM19023	cell_line	adult		atac	ATAC-seq	1
EFO:0010836	GM19025	cell_line	adult		atac	ATAC-seq	1
EFO:0010837	GM19043	cell_line	adult		atac	ATAC-seq	1
EFO:0010838	GM21515	cell_line	adult		atac	ATAC-seq	1
EFO:0010839	GM21737	cell_line	adult		atac	ATAC-seq	1
EFO:0010840	GM21786	cell_line	adult		atac	ATAC-seq	1
EFO:0010841	HG02571	cell_line	adult		atac	ATAC-seq	1
EFO:0010842	HG02588	cell_line	adult		atac	ATAC-seq	1
EFO:0010843	HG02610	cell_line	adult		atac	ATAC-seq	1
EFO:0010844	HG02623	cell_line	adult		atac	ATAC-seq	1
EFO:0010846	HG02678	cell_line	adult		atac	ATAC-seq	1
EFO:0010847	HG02759	cell_line	adult		atac	ATAC-seq	1
EFO:0010848	HG02763	cell_line	adult		atac	ATAC-seq	1
EFO:0010850	HG02840	cell_line	adult		atac	ATAC-seq	1
EFO:0010851	HG02852	cell_line	adult		atac	ATAC-seq	1
EFO:0010852	HG02870	cell_line	adult		atac	ATAC-seq	1
EFO:0010853	HG02884	cell_line	adult		atac	ATAC-seq	1
EFO:0010855	HG02938	cell_line	adult		atac	ATAC-seq	1
EFO:0010856	HG02943	cell_line	adult		atac	ATAC-seq	1
EFO:0010857	HG02970	cell_line	adult		atac	ATAC-seq	1
EFO:0010858	HG02973	cell_line	adult		atac	ATAC-seq	1
EFO:0010859	HG02981	cell_line	adult		atac	ATAC-seq	1
EFO:0010860	HG03025	cell_line	adult		atac	ATAC-seq	1
EFO:0010861	HG03039	cell_line	adult		atac	ATAC-seq	1
EFO:0010862	HG03045	cell_line	adult		atac	ATAC-seq	1
EFO:0010863	HG03060	cell_line	adult		atac	ATAC-seq	1
EFO:0010864	HG03064	cell_line	adult		atac	ATAC-seq	1
EFO:0010865	HG03066	cell_line	adult		atac	ATAC-seq	1
EFO:0010866	HG03095	cell_line	adult		atac	ATAC-seq	1
EFO:0010867	HG03097	cell_line	adult		atac	ATAC-seq	1
EFO:0010868	HG03103	cell_line	adult		atac	ATAC-seq	1
EFO:0010869	HG03108	cell_line	adult		atac	ATAC-seq	1
EFO:0010870	HG03135	cell_line	adult		atac	ATAC-seq	1
EFO:0010871	HG03139	cell_line	adult		atac	ATAC-seq	1
EFO:0010872	HG03159	cell_line	adult		atac	ATAC-seq	1
EFO:0010873	HG03175	cell_line	adult		atac	ATAC-seq	1
EFO:0010874	HG03196	cell_line	adult		atac	ATAC-seq	1
EFO:0010875	HG03280	cell_line	adult		atac	ATAC-seq	1
EFO:0010876	HG03342	cell_line	adult		atac	ATAC-seq	1
EFO:0010878	HG03378	cell_line	adult		atac	ATAC-seq	1
EFO:0010879	HG03432	cell_line	adult		atac	ATAC-seq	1
EFO:0010880	HG03439	cell_line	adult		atac	ATAC-seq	1
EFO:0010881	HG03442	cell_line	adult		atac	ATAC-seq	1
EFO:0010882	HG03457	cell_line	adult		atac	ATAC-seq	1
EFO:0010883	HG03460	cell_line	adult		atac	ATAC-seq	1
EFO:0010884	HG03469	cell_line	adult		atac	ATAC-seq	1
EFO:0010885	HG03520	cell_line	adult		atac	ATAC-seq	1
EFO:0010886	HG03521	cell_line	adult		atac	ATAC-seq	1
EFO:0010888	HG03565	cell_line	adult		atac	ATAC-seq	1
EFO:0010889	HG03571	cell_line	adult		atac	ATAC-seq	1
EFO:0030018	BLaER1	cell_line	unknown		chip_histone,chip_tf,rna_seq,splice_junctions,splice_site_usage	Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K27me3|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me2|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K9ac|Histone ChIP-seq H3K9me3|Histone ChIP-seq H4K20me1|TF ChIP-seq Cebpa|polyA plus RNA-seq	15
NTR:0000427	neurosphere	primary_cell	embryonic		chip_histone,rna_seq,splice_junctions,splice_site_usage	Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K27me3|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K9me3|polyA plus RNA-seq	11
NTR:0000474	ecto neural progenitor cell	in_vitro_differentiated_cells	embryonic		dnase	DNase-seq	1
NTR:0000491	Right ventricle myocardium inferior	tissue	adult		atac,dnase,rna_seq,splice_junctions,splice_site_usage	ATAC-seq|DNase-seq|total RNA-seq	7
NTR:0000492	Right ventricle myocardium superior	tissue	adult		atac,dnase,rna_seq,splice_junctions,splice_site_usage	ATAC-seq|DNase-seq|total RNA-seq	7
NTR:0000493	left ventricle myocardium inferior	tissue	adult		chip_histone,chip_tf,dnase,rna_seq,splice_junctions,splice_site_usage	DNase-seq|Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K27me3|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K9me3|TF ChIP-seq CTCF|total RNA-seq	13
NTR:0000494	left ventricle myocardium superior	tissue	adult		atac,dnase,rna_seq,splice_junctions,splice_site_usage	ATAC-seq|DNase-seq|total RNA-seq	7
NTR:0000512	nephron progenitor cell	in_vitro_differentiated_cells	embryonic		chip_tf,dnase	DNase-seq|TF ChIP-seq CTCF	2
NTR:0000521	fibroblast of skin of left biceps	primary_cell	embryonic		dnase	DNase-seq	1
NTR:0000522	fibroblast of skin of left quadriceps	primary_cell	embryonic		dnase	DNase-seq	1
NTR:0000523	fibroblast of skin of right quadriceps	primary_cell	embryonic		dnase	DNase-seq	1
NTR:0000524	fibroblast of skin of scalp	primary_cell	embryonic		dnase,rna_seq,splice_junctions,splice_site_usage	DNase-seq|polyA plus RNA-seq	5
NTR:0000525	fibroblast of skin of right biceps	primary_cell	embryonic		dnase	DNase-seq	1
NTR:0000856	mesendoderm	in_vitro_differentiated_cells	embryonic		chip_histone,dnase,rna_seq,splice_junctions,splice_site_usage	DNase-seq|Histone ChIP-seq H3K18ac|Histone ChIP-seq H3K4ac|Histone ChIP-seq H3K4me2|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K56ac|Histone ChIP-seq H3K79me2|Histone ChIP-seq H3K9ac|polyA plus RNA-seq	13
NTR:0001226	parathyroid adenoma	tissue	adult		chip_histone,chip_tf	Histone ChIP-seq H2AFZ|Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me2|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K79me2|TF ChIP-seq CTCF	7
NTR:0001407	germinal matrix	tissue	embryonic		chip_histone	Histone ChIP-seq H3K27me3|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K9me3	5
NTR:0001484	islet precursor cell	in_vitro_differentiated_cells	embryonic		dnase	DNase-seq	1
NTR:0003013	placental basal plate	tissue	embryonic		chip_histone,rna_seq,splice_junctions,splice_site_usage	Histone ChIP-seq H3K27ac|polyA plus RNA-seq	6
NTR:0003079	fibroblast of breast	primary_cell	adult		chip_histone	Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3	4
UBERON:0000002	uterine cervix	tissue			cage	hCAGE UBERON:0000002	2
UBERON:0000007	pituitary gland	tissue	adult	Pituitary	cage,rna_seq,splice_junctions,splice_site_usage	gtex Pituitary polyA plus RNA-seq|hCAGE UBERON:0000007	6
UBERON:0000014	zone of skin	tissue			cage	hCAGE UBERON:0000014	2
UBERON:0000016	endocrine pancreas	tissue	adult		chip_histone,rna_seq,splice_junctions,splice_site_usage	Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K9ac|polyA plus RNA-seq	10
UBERON:0000019	camera-type eye	tissue	embryonic		cage,rna_seq,splice_junctions,splice_site_usage	hCAGE UBERON:0000019|total RNA-seq	7
UBERON:0000029	lymph node	tissue			cage	hCAGE UBERON:0000029	2
UBERON:0000056	ureter	tissue	adult		atac,dnase,rna_seq,splice_junctions,splice_site_usage	ATAC-seq|DNase-seq|total RNA-seq	7
UBERON:0000057	urethra	tissue			cage	hCAGE UBERON:0000057	2
UBERON:0000059	large intestine	tissue	embryonic		chip_histone,dnase,rna_seq	DNase-seq|Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K27me3|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K9me3|polyA plus RNA-seq	8
UBERON:0000081	metanephros	tissue	embryonic		rna_seq,splice_junctions,splice_site_usage	total RNA-seq	5
UBERON:0000088	trophoblast	tissue	embryonic		chip_histone,rna_seq,splice_junctions,splice_site_usage	Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|polyA plus RNA-seq	8
UBERON:0000178	blood	primary_cell			cage	hCAGE UBERON:0000178	2
UBERON:0000305	amnion	tissue	embryonic		cage,chip_histone,rna_seq,splice_junctions,splice_site_usage	Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|hCAGE UBERON:0000305|polyA plus RNA-seq	10
UBERON:0000310	breast	tissue			cage	hCAGE UBERON:0000310	2
UBERON:0000317	colonic mucosa	tissue	adult		atac,chip_histone,chip_tf,dnase,rna_seq,splice_junctions,splice_site_usage	ATAC-seq|DNase-seq|Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K27me3|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K9ac|TF ChIP-seq CTCF|total RNA-seq	14
UBERON:0000320	duodenal mucosa	tissue	adult		chip_histone	Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K27me3|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K9ac|Histone ChIP-seq H3K9me3	7
UBERON:0000341	throat	tissue			cage	hCAGE UBERON:0000341	2
UBERON:0000458	endocervix	tissue	adult	Cervix_Endocervix	rna_seq,splice_junctions,splice_site_usage	gtex Cervix_Endocervix polyA plus RNA-seq	4
UBERON:0000473	testis	tissue	adult		cage,chip_histone,chip_tf,dnase,rna_seq,splice_junctions,splice_site_usage	DNase-seq|Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|TF ChIP-seq CTCF|gtex Testis polyA plus RNA-seq|hCAGE UBERON:0000473|polyA plus RNA-seq|total RNA-seq	22
UBERON:0000920	egg chorion	primary_cell			cage	hCAGE UBERON:0000920	2
UBERON:0000941	cranial nerve II	tissue			cage	hCAGE UBERON:0000941	2
UBERON:0000945	stomach	tissue	adult		atac,cage,chip_histone,chip_tf,dnase,rna_seq,splice_junctions,splice_site_usage	ATAC-seq|DNase-seq|Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K27me3|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K9me3|TF ChIP-seq CTCF|TF ChIP-seq POLR2A|TF ChIP-seq POLR2AphosphoS5|gtex Stomach polyA plus RNA-seq|hCAGE UBERON:0000945|polyA plus RNA-seq|total RNA-seq	28
UBERON:0000947	aorta	tissue	adult		cage,chip_histone,dnase,rna_seq,splice_junctions,splice_site_usage	DNase-seq|Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me3|hCAGE UBERON:0000947|polyA plus RNA-seq|total RNA-seq	16
UBERON:0000948	heart	tissue	adult		cage,chip_histone,dnase,rna_seq,splice_junctions,splice_site_usage	DNase-seq|Histone ChIP-seq H3K27me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K9ac|hCAGE UBERON:0000948|polyA plus RNA-seq|total RNA-seq	18
UBERON:0000955	brain	tissue	adult		cage,chip_histone,chip_tf,dnase,rna_seq,splice_junctions,splice_site_usage	DNase-seq|Histone ChIP-seq H3K27me3|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K9me3|TF ChIP-seq CTCF|hCAGE UBERON:0000955|polyA plus RNA-seq	14
UBERON:0000966	retina	tissue	embryonic		cage,dnase	DNase-seq|hCAGE UBERON:0000966	3
UBERON:0000970	eye	tissue	embryonic		dnase	DNase-seq	1
UBERON:0000981	femur	tissue	embryonic		dnase	DNase-seq	1
UBERON:0000988	pons	tissue	adult		cage,dnase	DNase-seq|hCAGE UBERON:0000988	3
UBERON:0000989	penis	tissue			cage	hCAGE UBERON:0000989	2
UBERON:0000992	ovary	tissue	adult		atac,cage,chip_histone,chip_tf,dnase,rna_seq,splice_junctions,splice_site_usage	ATAC-seq|DNase-seq|Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K27me3|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K9me3|TF ChIP-seq CTCF|TF ChIP-seq POLR2A|gtex Ovary polyA plus RNA-seq|hCAGE UBERON:0000992|polyA plus RNA-seq|total RNA-seq	27
UBERON:0000995	uterus	tissue	adult		atac,cage,chip_histone,chip_tf,dnase,rna_seq,splice_junctions,splice_site_usage	ATAC-seq|DNase-seq|Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K4me3|TF ChIP-seq CTCF|TF ChIP-seq POLR2A|gtex Uterus polyA plus RNA-seq|hCAGE UBERON:0000995|total RNA-seq	17
UBERON:0000996	vagina	tissue	adult		cage,chip_histone,chip_tf,rna_seq,splice_junctions,splice_site_usage	Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|TF ChIP-seq CTCF|TF ChIP-seq POLR2A|TF ChIP-seq POLR2AphosphoS5|gtex Vagina polyA plus RNA-seq|hCAGE UBERON:0000996|total RNA-seq	18
UBERON:0000998	seminal vesicle	tissue			cage	hCAGE UBERON:0000998	2
UBERON:0001000	vas deferens	tissue			cage	hCAGE UBERON:0001000	2
UBERON:0001003	skin epidermis	tissue	adult		chip_histone	Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K4me3	2
UBERON:0001013	adipose tissue	tissue	adult		cage,rna_seq,splice_junctions,splice_site_usage	hCAGE UBERON:0001013|polyA plus RNA-seq	7
UBERON:0001043	esophagus	tissue	adult		cage,chip_histone,rna_seq,splice_junctions,splice_site_usage	Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K9me3|hCAGE UBERON:0001043|polyA plus RNA-seq	12
UBERON:0001044	saliva-secreting gland	tissue			cage	hCAGE UBERON:0001044	2
UBERON:0001052	rectum	tissue			cage	hCAGE UBERON:0001052	2
UBERON:0001072	posterior vena cava	tissue	adult		atac,dnase,rna_seq,splice_junctions,splice_site_usage	ATAC-seq|DNase-seq|total RNA-seq	7
UBERON:0001103	diaphragm	tissue			cage	hCAGE UBERON:0001103	2
UBERON:0001114	right lobe of liver	tissue	adult		atac,chip_histone,chip_tf,dnase,rna_seq,splice_junctions,splice_site_usage	ATAC-seq|DNase-seq|Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|TF ChIP-seq CTCF|TF ChIP-seq POLR2A|gtex Liver polyA plus RNA-seq|total RNA-seq	17
UBERON:0001115	left lobe of liver	tissue	adult		atac,dnase,rna_seq,splice_junctions,splice_site_usage	ATAC-seq|DNase-seq|total RNA-seq	7
UBERON:0001134	skeletal muscle tissue	tissue	embryonic		cage,chip_histone,rna_seq,splice_junctions,splice_site_usage	Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K27me3|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K9ac|hCAGE UBERON:0001134|total RNA-seq	13
UBERON:0001135	smooth muscle tissue	tissue			cage	hCAGE UBERON:0001135	2
UBERON:0001150	body of pancreas	tissue	adult		atac,chip_histone,chip_tf,dnase,rna_seq,splice_junctions,splice_site_usage	ATAC-seq|DNase-seq|Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|TF ChIP-seq CTCF|TF ChIP-seq POLR2A|gtex Pancreas polyA plus RNA-seq|total RNA-seq	16
UBERON:0001154	vermiform appendix	tissue			cage	hCAGE UBERON:0001154	2
UBERON:0001155	colon	tissue			cage	hCAGE UBERON:0001155	2
UBERON:0001157	transverse colon	tissue	adult		atac,chip_histone,chip_tf,dnase,rna_seq,splice_junctions,splice_site_usage	ATAC-seq|DNase-seq|Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K27me3|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|TF ChIP-seq CTCF|TF ChIP-seq EP300|TF ChIP-seq POLR2A|TF ChIP-seq POLR2AphosphoS5|gtex Colon_Transverse polyA plus RNA-seq|total RNA-seq	20
UBERON:0001159	sigmoid colon	tissue	adult		atac,chip_histone,chip_tf,dnase,rna_seq,splice_junctions,splice_site_usage	ATAC-seq|DNase-seq|Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K27me3|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|TF ChIP-seq CTCF|TF ChIP-seq EP300|TF ChIP-seq POLR2A|TF ChIP-seq POLR2AphosphoS5|gtex Colon_Sigmoid polyA plus RNA-seq|polyA plus RNA-seq|total RNA-seq	25
UBERON:0001199	mucosa of stomach	tissue	adult		chip_histone	Histone ChIP-seq H3K27me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K9ac	4
UBERON:0001211	Peyer's patch	tissue	adult		chip_histone,chip_tf,dnase,rna_seq,splice_junctions,splice_site_usage	DNase-seq|Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K9me3|TF ChIP-seq CTCF|TF ChIP-seq POLR2A|gtex Small_Intestine_Terminal_Ileum polyA plus RNA-seq|total RNA-seq	17
UBERON:0001224	renal pelvis	tissue	embryonic		dnase,rna_seq,splice_junctions,splice_site_usage	DNase-seq|polyA plus RNA-seq	5
UBERON:0001225	cortex of kidney	tissue	adult	Kidney_Cortex	rna_seq,splice_junctions,splice_site_usage	gtex Kidney_Cortex polyA plus RNA-seq	4
UBERON:0001255	urinary bladder	tissue	child		cage,chip_histone,rna_seq,splice_junctions,splice_site_usage	Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K4me3|gtex Bladder polyA plus RNA-seq|hCAGE UBERON:0001255|polyA plus RNA-seq|total RNA-seq	18
UBERON:0001259	mucosa of urinary bladder	tissue	adult		atac	ATAC-seq	1
UBERON:0001264	pancreas	tissue	adult		atac,cage,chip_histone,chip_tf,dnase,rna_seq,splice_junctions,splice_site_usage	ATAC-seq|DNase-seq|Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K9me3|TF ChIP-seq CTCF|hCAGE UBERON:0001264|polyA plus RNA-seq|total RNA-seq	20
UBERON:0001285	nephron	organoid	embryonic		chip_tf	TF ChIP-seq CTCF	1
UBERON:0001293	outer medulla of kidney	tissue	adult	Kidney_Medulla	rna_seq,splice_junctions,splice_site_usage	gtex Kidney_Medulla polyA plus RNA-seq	4
UBERON:0001301	epididymis	tissue			cage	hCAGE UBERON:0001301	2
UBERON:0001322	sciatic nerve	tissue	adult		atac,dnase,rna_seq,splice_junctions,splice_site_usage	ATAC-seq|DNase-seq|total RNA-seq	7
UBERON:0001323	tibial nerve	tissue	adult		chip_histone,chip_tf,dnase,rna_seq,splice_junctions,splice_site_usage	DNase-seq|Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K27me3|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K9me3|TF ChIP-seq CTCF|TF ChIP-seq EP300|TF ChIP-seq POLR2A|gtex Nerve_Tibial polyA plus RNA-seq|total RNA-seq	19
UBERON:0001359	cerebrospinal fluid	tissue			cage	hCAGE UBERON:0001359	2
UBERON:0001383	muscle of leg	tissue	embryonic		chip_histone,dnase,rna_seq,splice_junctions,splice_site_usage	DNase-seq|Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K27me3|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K9me3|polyA plus RNA-seq	13
UBERON:0001389	soleus muscle	tissue			cage	hCAGE UBERON:0001389	2
UBERON:0001496	ascending aorta	tissue	adult		chip_histone,chip_tf,dnase,rna_seq,splice_junctions,splice_site_usage	DNase-seq|Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K9me3|TF ChIP-seq CTCF|gtex Artery_Aorta polyA plus RNA-seq|total RNA-seq	16
UBERON:0001499	muscle of arm	tissue	embryonic		dnase,rna_seq,splice_junctions,splice_site_usage	DNase-seq|polyA plus RNA-seq	5
UBERON:0001515	thoracic aorta	tissue	adult		chip_histone,chip_tf,dnase,rna_seq,splice_junctions,splice_site_usage	DNase-seq|Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|TF ChIP-seq CTCF|total RNA-seq	11
UBERON:0001602	medial rectus extraocular muscle	tissue			cage	hCAGE UBERON:0001602	2
UBERON:0001603	lateral rectus extra-ocular muscle	tissue			cage	hCAGE UBERON:0001603	2
UBERON:0001621	coronary artery	tissue	adult	Artery_Coronary	chip_histone,chip_tf,dnase,rna_seq,splice_junctions,splice_site_usage	DNase-seq|Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K4me3|TF ChIP-seq CTCF|gtex Artery_Coronary polyA plus RNA-seq	8
UBERON:0001637	artery	tissue			cage	hCAGE UBERON:0001637	2
UBERON:0001638	vein	tissue			cage	hCAGE UBERON:0001638	2
UBERON:0001723	tongue	tissue	embryonic		cage,dnase,rna_seq,splice_junctions,splice_site_usage	DNase-seq|hCAGE UBERON:0001723|total RNA-seq	8
UBERON:0001736	submandibular gland	tissue			cage	hCAGE UBERON:0001736	2
UBERON:0001774	muscle of trunk	tissue	embryonic		chip_histone,dnase,rna_seq,splice_junctions,splice_site_usage	DNase-seq|Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K27me3|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K9me3|polyA plus RNA-seq	11
UBERON:0001797	vitreous humor	tissue			cage	hCAGE UBERON:0001797	2
UBERON:0001831	parotid gland	tissue			cage	hCAGE UBERON:0001831	2
UBERON:0001870	frontal cortex	tissue	embryonic		cage,dnase,rna_seq,splice_junctions,splice_site_usage	DNase-seq|gtex Brain_Cortex polyA plus RNA-seq|hCAGE UBERON:0001870|total RNA-seq	12
UBERON:0001871	temporal lobe	tissue	embryonic		cage,chip_histone,rna_seq,splice_junctions,splice_site_usage	Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K9ac|hCAGE UBERON:0001871|total RNA-seq	12
UBERON:0001872	parietal lobe	tissue	embryonic		cage,rna_seq,splice_junctions,splice_site_usage	hCAGE UBERON:0001872|total RNA-seq	7
UBERON:0001873	caudate nucleus	tissue	adult	Brain_Caudate_basal_ganglia	cage,chip_histone,rna_seq,splice_junctions,splice_site_usage	Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K9ac|gtex Brain_Caudate_basal_ganglia polyA plus RNA-seq|hCAGE UBERON:0001873	11
UBERON:0001874	putamen	tissue	adult	Brain_Putamen_basal_ganglia	cage,dnase,rna_seq,splice_junctions,splice_site_usage	DNase-seq|gtex Brain_Putamen_basal_ganglia polyA plus RNA-seq|hCAGE UBERON:0001874	7
UBERON:0001875	globus pallidus	tissue	adult		cage,dnase	DNase-seq|hCAGE UBERON:0001875	3
UBERON:0001876	amygdala	tissue	adult	Brain_Amygdala	cage,rna_seq,splice_junctions,splice_site_usage	gtex Brain_Amygdala polyA plus RNA-seq|hCAGE UBERON:0001876	6
UBERON:0001882	nucleus accumbens	tissue	adult	Brain_Nucleus_accumbens_basal_ganglia	cage,rna_seq,splice_junctions,splice_site_usage	gtex Brain_Nucleus_accumbens_basal_ganglia polyA plus RNA-seq|hCAGE UBERON:0001882	6
UBERON:0001894	diencephalon	tissue	embryonic		cage,rna_seq,splice_junctions,splice_site_usage	hCAGE UBERON:0001894|total RNA-seq	7
UBERON:0001896	medulla oblongata	tissue			cage	hCAGE UBERON:0001896	2
UBERON:0001897	dorsal plus ventral thalamus	tissue			cage	hCAGE UBERON:0001897	2
UBERON:0001898	hypothalamus	tissue	adult	Brain_Hypothalamus	rna_seq,splice_junctions,splice_site_usage	gtex Brain_Hypothalamus polyA plus RNA-seq	4
UBERON:0001905	pineal body	tissue			cage	hCAGE UBERON:0001905	2
UBERON:0001954	Ammon's horn	tissue	adult	Brain_Hippocampus	cage,dnase,rna_seq,splice_junctions,splice_site_usage	DNase-seq|gtex Brain_Hippocampus polyA plus RNA-seq|hCAGE UBERON:0001954	7
UBERON:0001987	placenta	tissue	embryonic		cage,chip_histone,chip_tf,dnase,rna_seq,splice_junctions,splice_site_usage	DNase-seq|Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K27me3|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K9me3|TF ChIP-seq CTCF|hCAGE UBERON:0001987|polyA plus RNA-seq|total RNA-seq	20
UBERON:0002021	occipital lobe	tissue	embryonic		cage,rna_seq,splice_junctions,splice_site_usage	hCAGE UBERON:0002021|total RNA-seq	7
UBERON:0002022	insula	tissue			cage	hCAGE UBERON:0002022	2
UBERON:0002037	cerebellum	tissue	embryonic		cage,chip_histone,dnase,rna_seq,splice_junctions,splice_site_usage	DNase-seq|Histone ChIP-seq H3K4me3|gtex Brain_Cerebellum polyA plus RNA-seq|hCAGE UBERON:0002037|polyA plus RNA-seq|total RNA-seq	18
UBERON:0002038	substantia nigra	tissue	adult	Brain_Substantia_nigra	cage,chip_histone,rna_seq,splice_junctions,splice_site_usage	Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|Histone ChIP-seq H3K9ac|gtex Brain_Substantia_nigra polyA plus RNA-seq|hCAGE UBERON:0002038	11
UBERON:0002046	thyroid gland	tissue	adult		atac,cage,chip_histone,chip_tf,dnase,rna_seq,splice_junctions,splice_site_usage	ATAC-seq|DNase-seq|Histone ChIP-seq H3K27ac|Histone ChIP-seq H3K36me3|Histone ChIP-seq H3K4me1|Histone ChIP-seq H3K4me3|TF ChIP-seq CTCF|TF ChIP-seq POLR2A|gtex Thyroid polyA plus RNA-seq|hCAGE UBERON:0002046|total RNA-seq	19
